region,store_id,category,product,week,units_sold,revenue,revenue_last_year
North,134,Apparel,Jacket,50,110,12778.7,11770.3
North,129,Electronics,Webcam,17,138,13431.54,11729.07
North,125,Apparel,Jacket,33,172,16422.56,17944.7
West,105,Home,Cushion,46,45,4005.45,3921.8
West,108,Electronics,Webcam,26,59,3103.4,3598.29
Central,127,Home,Lamp,45,154,16832.2,13727.16
East,137,Home,Mug,28,60,990.6,1198.96
Central,123,Electronics,Webcam,1,199,9472.4,9882.7
North,101,Home,Towel,28,195,8843.25,10063.05
Central,120,Home,Towel,11,123,13329.51,10729.7
East,116,Electronics,Webcam,20,70,8393.0,7142.27
East,117,Apparel,Socks,44,27,860.49,1176.22
Central,118,Apparel,Jeans,21,185,9403.55,11792.63
East,106,Electronics,Earbuds,25,195,19035.9,25422.29
South,114,Apparel,Jacket,43,144,15965.28,19744.63
North,121,Apparel,Jeans,21,72,501.12,506.46
North,116,Electronics,Earbuds,31,53,4921.58,6441.93
South,105,Electronics,Earbuds,6,169,14248.39,11547.2
North,111,Home,Lamp,34,130,7629.7,7093.1
East,123,Electronics,Earbuds,9,35,2767.1,2371.75
East,114,Home,Towel,51,182,5552.82,6906.87
East,120,Electronics,Webcam,44,56,3675.28,4429.84
North,135,Electronics,Charger,26,113,5279.36,4165.62
South,122,Apparel,Jacket,5,97,6602.79,7609.5
East,108,Home,Cushion,52,157,14282.29,10576.3
South,109,Apparel,Socks,48,16,1843.68,1444.73
South,127,Electronics,Speaker,45,68,2572.44,2291.22
East,125,Electronics,Earbuds,51,66,1790.58,2339.94
West,125,Electronics,Charger,13,123,5543.61,6872.84
South,116,Home,Towel,20,194,11077.4,14890.04
East,138,Apparel,Jeans,50,29,2033.77,2845.77
East,100,Home,Mug,12,147,6348.93,6174.3
South,104,Electronics,Webcam,9,11,1208.46,1004.7
South,115,Home,Towel,32,96,2333.76,2533.82
Central,112,Apparel,Jeans,28,194,5335.0,7128.89
East,101,Apparel,Jacket,30,178,15728.08,19625.27
East,103,Home,Lamp,52,141,1167.48,1055.32
Central,135,Electronics,Earbuds,2,188,9409.4,7903.71
West,121,Electronics,Earbuds,45,37,2444.96,3306.78
South,118,Apparel,Jeans,12,42,608.16,714.61
East,115,Apparel,Socks,5,154,13185.48,12101.93
East,128,Electronics,Speaker,26,127,5121.91,5738.74
East,102,Apparel,T-Shirt,26,14,534.94,505.82
East,105,Home,Lamp,24,102,5336.64,5082.95
South,113,Electronics,Charger,15,65,6056.7,6527.48
East,124,Electronics,Speaker,37,157,13065.54,10914.89
Central,127,Apparel,Jacket,19,132,4057.68,5052.23
North,108,Electronics,Webcam,9,56,4424.56,5495.24
East,102,Apparel,T-Shirt,46,134,9867.76,9396.73
East,128,Electronics,Webcam,17,28,2336.6,2320.73
East,102,Electronics,Earbuds,16,162,9791.28,9138.29
Central,102,Electronics,Charger,39,169,19903.13,23449.47
Central,135,Apparel,Socks,5,98,3268.3,3335.4
Central,139,Apparel,Jeans,34,22,2612.28,2189.53
East,100,Home,Cushion,28,53,4740.85,6015.23
East,104,Home,Cushion,34,122,9530.64,8534.76
North,110,Home,Towel,29,89,9809.58,13231.62
South,123,Apparel,Jeans,7,50,4925.5,4357.34
West,100,Home,Lamp,10,39,2508.09,2949.97
West,113,Home,Cushion,3,157,11434.31,12226.35
Central,103,Apparel,Socks,34,177,17862.84,16960.47
South,114,Apparel,Jacket,37,93,3401.94,3237.21
North,133,Home,Lamp,30,196,23502.36,29312.22
West,116,Home,Towel,37,179,15988.28,13307.34
East,118,Electronics,Earbuds,20,36,3859.2,3160.25
East,101,Electronics,Webcam,30,166,17187.64,13950.09
Central,124,Apparel,Socks,16,100,5700.0,4861.0
West,103,Electronics,Speaker,51,86,9699.94,8830.25
East,117,Home,Lamp,46,59,3079.21,2900.05
South,133,Apparel,Jacket,21,181,7522.36,6291.12
West,130,Apparel,Jeans,24,175,12846.75,16519.77
West,131,Electronics,Speaker,35,61,7305.36,8721.4
East,139,Electronics,Earbuds,12,180,11214.0,13309.09
North,103,Electronics,Earbuds,12,180,1845.0,1321.05
North,115,Home,Mug,12,125,11641.25,9282.27
South,103,Home,Cushion,20,43,1941.02,2293.95
Central,131,Apparel,Jeans,24,98,8410.36,7052.54
North,114,Home,Lamp,34,87,3735.78,4760.2
Central,139,Electronics,Webcam,36,124,6960.12,8809.64
East,120,Home,Towel,32,110,2323.2,3174.96
South,124,Electronics,Webcam,39,10,429.2,355.24
West,122,Electronics,Earbuds,45,186,15067.86,16952.1
Central,111,Home,Cushion,35,97,4323.29,3752.54
West,116,Electronics,Speaker,29,27,2990.79,2338.16
East,140,Apparel,Socks,46,186,6584.4,4746.47
West,120,Electronics,Earbuds,2,109,1837.74,1676.77
South,136,Home,Towel,38,116,6730.32,7662.19
West,111,Home,Cushion,12,137,8025.46,7344.34
South,128,Electronics,Charger,27,45,3631.05,4790.87
Central,139,Home,Towel,31,2,232.78,324.37
South,125,Home,Mug,15,126,3144.96,3362.38
South,137,Electronics,Charger,4,118,604.16,668.7
Central,101,Apparel,T-Shirt,18,7,467.32,437.29
North,116,Home,Mug,40,38,4078.16,4713.1
North,128,Home,Towel,38,23,639.63,839.32
Central,115,Electronics,Speaker,14,83,6111.29,4490.87
Central,119,Apparel,Jeans,47,30,513.3,618.94
South,116,Home,Mug,11,136,15489.04,21311.99
West,124,Apparel,T-Shirt,38,9,319.77,241.03
Central,102,Apparel,Socks,6,111,12600.72,16288.3
North,111,Electronics,Webcam,49,123,5954.43,5384.86
East,107,Apparel,T-Shirt,41,126,669.06,722.42
South,114,Home,Lamp,17,77,6089.93,5415.66
South,113,Home,Mug,17,11,217.8,157.51
East,135,Home,Mug,15,168,16094.4,22187.49
North,114,Electronics,Earbuds,52,30,907.2,1022.19
North,134,Home,Towel,27,129,6713.16,7705.51
East,106,Apparel,Jeans,9,177,17915.94,13582.35
West,115,Electronics,Earbuds,36,138,2949.06,3171.23
North,118,Home,Towel,31,138,5281.26,6891.53
North,125,Apparel,Socks,8,163,7657.74,5530.42
Central,116,Home,Cushion,33,155,9692.15,7695.28
South,121,Electronics,Charger,12,105,7974.75,8586.2
South,126,Apparel,Socks,9,199,14548.89,18590.57
East,124,Home,Cushion,43,23,1897.27,2352.53
West,128,Home,Lamp,30,151,11237.42,15701.11
East,121,Apparel,Jacket,41,23,2401.43,1927.15
East,103,Electronics,Earbuds,43,178,1532.58,1667.98
North,132,Home,Cushion,33,21,442.26,329.36
East,127,Electronics,Earbuds,11,11,1053.69,923.18
Central,106,Electronics,Speaker,45,1,55.79,63.09
North,124,Electronics,Earbuds,52,135,13427.1,11273.15
East,114,Apparel,Socks,49,152,8277.92,6035.25
East,126,Apparel,Jacket,40,11,510.95,477.61
West,124,Home,Cushion,37,186,15938.34,14893.73
South,100,Home,Mug,38,131,10117.13,12020.24
South,116,Home,Lamp,42,98,6656.16,6617.55
South,131,Electronics,Earbuds,50,136,3217.76,3605.78
West,126,Electronics,Webcam,14,26,1886.82,1900.16
West,104,Electronics,Speaker,12,110,566.5,699.51
Central,128,Apparel,Jeans,22,124,4619.0,5772.32
Central,133,Home,Mug,46,157,16736.2,17417.91
North,137,Electronics,Charger,44,90,4311.0,3242.38
West,111,Home,Cushion,13,114,11640.54,14374.08
North,106,Electronics,Speaker,46,49,1187.27,1348.22
East,119,Electronics,Earbuds,45,109,2403.45,2752.85
Central,123,Home,Towel,35,183,19366.89,26391.16
Central,113,Electronics,Webcam,50,88,1588.4,1747.02
West,105,Home,Lamp,50,73,6143.68,6468.99
Central,140,Electronics,Webcam,40,162,15895.44,15469.67
North,119,Apparel,Jeans,17,173,1403.03,1833.37
South,124,Electronics,Webcam,44,167,9380.39,9970.0
East,134,Electronics,Speaker,41,163,6916.09,5099.75
East,106,Electronics,Speaker,26,117,6815.25,6952.71
Central,109,Apparel,Jeans,41,88,7594.4,8347.28
North,122,Electronics,Earbuds,51,107,12571.43,9572.01
East,135,Home,Lamp,51,62,1282.78,1265.2
West,101,Home,Towel,4,145,1699.4,1989.82
West,110,Apparel,Jeans,48,24,1122.48,859.97
Central,127,Electronics,Speaker,33,167,9863.02,11140.89
North,109,Home,Cushion,5,104,6524.96,8867.97
South,115,Electronics,Earbuds,47,132,10942.8,9838.78
East,125,Apparel,T-Shirt,8,17,320.79,362.73
East,110,Home,Towel,26,147,5122.95,3643.21
West,122,Apparel,Jacket,38,1,70.82,83.81
East,114,Apparel,T-Shirt,30,178,9298.72,8668.84
North,101,Apparel,Jacket,11,37,1016.02,1333.65
Central,137,Apparel,Jeans,5,8,329.36,449.83
East,108,Home,Cushion,17,94,7414.72,7957.5
North,103,Electronics,Charger,35,59,4745.96,5893.36
West,131,Home,Lamp,37,91,1534.26,1574.21
North,126,Electronics,Speaker,41,181,3419.09,3242.61
South,138,Electronics,Speaker,40,68,3037.56,4197.78
East,114,Home,Mug,30,78,7926.36,5770.25
East,114,Home,Lamp,3,131,13834.91,16174.38
East,130,Home,Towel,42,100,8580.0,11931.86
South,101,Electronics,Charger,20,144,12290.4,9540.19
North,133,Home,Cushion,16,14,1313.2,1708.19
Central,136,Home,Cushion,50,152,10784.4,14295.98
West,113,Home,Towel,3,116,6333.6,5330.83
North,138,Apparel,Socks,37,12,1329.72,1433.94
North,119,Apparel,Jacket,39,26,1384.24,1049.62
Central,136,Home,Lamp,13,42,2416.68,2486.68
East,112,Electronics,Speaker,29,119,2803.64,3693.92
West,113,Home,Towel,12,192,12648.96,11320.0
South,135,Apparel,Jacket,12,132,12093.84,16666.64
West,116,Apparel,Jeans,17,43,1043.18,1131.1
West,119,Home,Towel,20,73,1492.85,1558.06
North,108,Apparel,Jacket,46,179,17103.45,13831.54
South,125,Electronics,Charger,19,75,2519.25,2211.69
North,110,Electronics,Charger,52,188,18576.28,25435.3
South,118,Electronics,Speaker,47,33,3733.95,2652.02
East,125,Electronics,Webcam,28,46,2546.1,2842.8
Central,100,Electronics,Charger,17,181,7462.63,8743.96
West,124,Apparel,Jeans,6,140,7539.0,9887.29
Central,130,Apparel,Jacket,14,21,377.79,426.27
South,127,Home,Mug,21,147,12209.82,15972.12
North,139,Apparel,Jacket,19,149,7536.42,6033.01
East,125,Electronics,Speaker,48,104,4102.8,5262.19
West,128,Apparel,Jacket,33,72,2253.6,3144.35
East,114,Apparel,T-Shirt,34,18,1903.5,1544.2
East,128,Apparel,Jeans,27,188,6924.04,8947.55
East,113,Electronics,Charger,17,147,1796.34,1725.13
Central,107,Home,Mug,39,64,1696.0,2252.98
Central,120,Home,Mug,17,110,4519.9,4678.95
West,108,Apparel,Jacket,17,102,5280.54,4749.42
South,118,Electronics,Speaker,43,48,1738.56,2328.87
West,124,Electronics,Speaker,12,17,138.21,158.37
East,108,Apparel,Jeans,7,109,11334.91,8650.46
North,113,Apparel,Jacket,8,62,1770.72,1439.58
East,107,Home,Cushion,45,155,8481.6,7143.89
West,105,Apparel,Socks,6,91,3408.86,3705.39
Central,127,Apparel,Jeans,32,78,3042.0,3358.33
West,113,Apparel,Jacket,46,198,7866.54,6448.19
South,129,Apparel,Jeans,24,110,2973.3,2186.73
Central,121,Home,Lamp,33,183,18052.95,20706.69
East,122,Apparel,Socks,18,36,642.24,714.41
West,118,Electronics,Charger,50,122,10833.6,14574.6
South,137,Electronics,Earbuds,39,30,3338.1,3105.55
Central,139,Electronics,Charger,50,37,3521.29,3181.16
West,108,Electronics,Charger,11,141,6913.23,9455.92
South,108,Home,Cushion,50,175,14070.0,10498.6
South,133,Apparel,Socks,37,114,5386.5,5243.65
Central,123,Home,Cushion,8,140,1554.0,1468.35
East,102,Apparel,Jeans,15,191,5540.91,6618.13
South,113,Electronics,Webcam,43,97,2862.47,2084.77
West,133,Apparel,T-Shirt,13,136,5958.16,7108.67
North,111,Electronics,Speaker,45,88,3827.12,3044.72
South,103,Apparel,T-Shirt,51,159,13639.02,15306.89
North,107,Home,Mug,29,27,481.95,436.79
Central,132,Electronics,Webcam,4,130,11438.7,15500.67
South,140,Apparel,Jacket,25,140,4485.6,5526.6
Central,104,Home,Cushion,30,199,7175.94,9439.59
West,135,Apparel,Socks,32,179,10256.7,10000.77
North,122,Home,Cushion,31,118,8608.1,6953.42
Central,140,Apparel,Jacket,37,15,920.25,979.39
Central,130,Home,Cushion,20,72,4764.96,4332.62
South,119,Electronics,Charger,52,108,12735.36,14809.45
West,139,Home,Lamp,22,197,13370.39,12039.18
South,129,Apparel,Jeans,51,185,8567.35,6002.8
Central,108,Electronics,Speaker,22,185,14474.4,19970.91
South,140,Apparel,Jeans,33,169,8537.88,11228.05
South,140,Electronics,Earbuds,17,169,10648.69,11389.84
West,101,Home,Lamp,10,38,1637.42,1925.92
South,105,Electronics,Charger,14,55,1730.85,2013.16
South,126,Home,Towel,36,62,3595.38,4713.44
Central,124,Apparel,Socks,29,84,4709.04,6549.9
West,122,Apparel,Jeans,49,106,8705.78,6676.98
Central,111,Electronics,Webcam,21,5,107.75,76.62
South,114,Electronics,Webcam,50,15,988.35,740.35
Central,122,Apparel,T-Shirt,1,195,1029.6,1229.17
South,138,Electronics,Speaker,45,28,2653.56,3253.69
Central,115,Electronics,Speaker,23,157,18336.03,16160.65
North,130,Electronics,Speaker,42,74,910.94,1254.67
Central,134,Electronics,Speaker,14,137,16156.41,18649.0
North,106,Electronics,Earbuds,46,16,372.8,421.52
East,115,Electronics,Speaker,3,121,9611.03,7057.63
South,113,Electronics,Speaker,16,95,9755.55,7013.96
West,127,Electronics,Earbuds,17,158,3020.96,2467.09
North,122,Electronics,Webcam,2,106,4797.56,6159.18
Central,139,Home,Cushion,40,30,2971.2,3378.98
West,140,Apparel,Socks,36,177,20052.33,15813.98
East,107,Electronics,Webcam,50,16,420.96,456.69
Central,133,Electronics,Webcam,37,183,14076.36,10885.61
Central,102,Home,Towel,26,181,8074.41,8324.84
East,104,Apparel,Jacket,5,109,10964.31,9730.84
North,119,Home,Towel,48,93,6024.54,8313.14
South,102,Electronics,Webcam,51,179,10355.15,12260.36
North,128,Electronics,Earbuds,43,167,11454.53,10887.37
Central,104,Home,Cushion,52,137,5826.61,8088.33
West,100,Apparel,Jacket,36,13,407.03,356.03
North,127,Apparel,Jeans,24,195,22877.4,25541.21
North,105,Home,Mug,52,3,133.56,163.12
North,114,Electronics,Webcam,38,13,1180.27,1122.85
West,107,Apparel,Jeans,49,174,3394.74,3494.04
South,100,Electronics,Earbuds,10,82,3233.26,3677.2
West,139,Apparel,T-Shirt,21,132,12526.8,14382.61
South,140,Electronics,Speaker,29,60,789.0,958.08
North,140,Electronics,Earbuds,22,71,938.62,1193.67
South,118,Electronics,Charger,45,160,17955.2,23569.04
North,123,Home,Mug,17,186,16038.78,14943.36
East,134,Home,Towel,1,9,267.93,285.95
South,112,Apparel,Socks,6,199,8280.39,7470.97
Central,132,Apparel,Jacket,33,14,497.14,392.71
East,120,Home,Lamp,23,95,9990.2,11248.37
West,101,Home,Mug,10,117,3288.87,3723.6
East,111,Home,Towel,32,185,21019.7,28020.69
East,124,Home,Mug,33,66,1219.02,1394.16
North,104,Home,Mug,31,151,15190.6,19222.56
East,128,Electronics,Charger,6,108,11830.32,16291.6
North,110,Apparel,T-Shirt,14,80,8444.0,11198.21
North,137,Apparel,Jeans,28,85,2356.2,2689.72
Central,116,Electronics,Charger,5,156,15010.32,10797.46
East,109,Apparel,Jeans,34,155,14864.5,15386.72
West,102,Apparel,Jacket,38,126,8871.66,10005.86
West,132,Home,Cushion,10,155,12345.75,9382.11
Central,131,Home,Towel,2,80,5012.0,6903.37
Central,128,Apparel,Jeans,29,73,7443.08,7998.64
West,134,Electronics,Charger,3,172,1193.68,1254.93
South,126,Apparel,T-Shirt,15,135,8290.35,9676.89
East,112,Apparel,Jeans,6,23,168.13,191.6
North,128,Apparel,Jacket,52,84,9896.04,8774.62
North,138,Home,Cushion,9,79,2176.45,2732.2
South,112,Electronics,Webcam,34,196,12955.6,11473.75
South,131,Electronics,Speaker,2,33,3048.54,2407.81
East,120,Electronics,Earbuds,38,21,1418.97,1275.25
Central,102,Home,Cushion,19,155,6330.2,5755.31
Central,118,Home,Cushion,41,45,4073.85,3030.17
East,134,Electronics,Charger,6,102,11431.14,11936.01
East,107,Apparel,T-Shirt,27,168,16803.36,23279.41
East,128,Apparel,T-Shirt,32,87,3422.58,4100.71
West,126,Home,Cushion,39,199,4302.38,4297.88
West,128,Apparel,T-Shirt,10,33,2533.08,2847.43
North,103,Apparel,T-Shirt,22,151,13408.8,16153.35
East,120,Electronics,Earbuds,38,36,1746.72,1475.93
North,123,Home,Cushion,16,115,13514.8,9975.61
West,109,Home,Mug,3,128,10661.12,7747.94
West,112,Apparel,Socks,47,167,9527.35,7526.81
East,130,Electronics,Speaker,5,178,17413.74,19202.0
West,138,Apparel,Socks,36,186,1538.22,2082.42
East,110,Home,Cushion,22,104,6673.68,7419.3
North,125,Electronics,Speaker,52,86,4871.9,6709.73
West,140,Apparel,Socks,17,198,1562.22,1612.48
West,105,Apparel,Jeans,8,100,727.0,594.95
North,117,Electronics,Webcam,23,22,1271.6,1041.57
North,135,Home,Towel,21,170,4537.3,4358.67
East,138,Apparel,Socks,23,121,7314.45,6596.48
South,107,Home,Towel,23,146,8157.02,10854.96
North,127,Home,Towel,13,102,931.26,833.2
North,109,Electronics,Earbuds,11,104,3523.52,4138.47
North,129,Apparel,T-Shirt,11,29,3447.81,3988.95
North,106,Home,Towel,19,87,6735.54,6972.64
South,111,Home,Mug,8,187,18544.79,23405.16
Central,101,Apparel,T-Shirt,14,116,7086.44,5942.56
Central,113,Home,Cushion,25,78,9258.6,6891.65
North,130,Home,Mug,47,123,7961.79,8078.44
East,106,Apparel,Jeans,22,162,2188.62,3015.46
West,132,Apparel,Jeans,45,138,11856.96,13603.58
South,104,Apparel,Socks,27,166,19262.64,24988.57
Central,128,Apparel,Socks,9,87,1746.09,1806.94
Central,114,Apparel,T-Shirt,1,99,3789.72,4209.05
West,131,Electronics,Charger,18,22,841.94,615.12
South,123,Electronics,Charger,9,99,778.14,1059.89
West,111,Home,Lamp,31,197,22359.5,24806.82
Central,101,Electronics,Webcam,38,145,10698.1,8221.1
East,114,Electronics,Earbuds,9,66,5872.68,7081.41
East,111,Electronics,Earbuds,40,175,9299.5,12270.34
North,121,Electronics,Charger,38,91,2086.63,1754.74
North,105,Electronics,Speaker,39,65,1103.05,1135.56
Central,112,Home,Towel,5,90,1066.5,1468.06
Central,123,Apparel,Jeans,45,113,6531.4,6564.16
West,119,Electronics,Charger,8,83,8470.15,8359.65
Central,125,Home,Mug,20,127,10609.58,13235.43
South,121,Electronics,Speaker,8,131,11996.98,13508.34
South,135,Home,Cushion,2,47,4252.56,3821.76
South,106,Home,Cushion,13,121,2578.51,3095.59
North,102,Apparel,Jacket,19,24,1134.48,1535.39
South,137,Apparel,T-Shirt,26,41,1808.92,2339.89
South,108,Electronics,Charger,45,67,990.26,1291.46
South,140,Home,Cushion,21,115,12271.65,14463.32
North,126,Home,Mug,44,23,336.26,315.05
South,107,Home,Lamp,48,58,6827.18,7513.08
Central,122,Apparel,T-Shirt,21,135,5776.65,7690.54
South,107,Apparel,Jacket,18,69,2245.95,2702.05
North,105,Home,Cushion,21,143,14827.67,16705.92
West,116,Electronics,Earbuds,23,177,19988.61,19499.45
South,137,Apparel,Jeans,42,96,5433.6,4237.36
West,102,Electronics,Speaker,5,47,3293.76,3907.23
West,118,Apparel,Jeans,48,27,1827.36,1628.39
East,117,Electronics,Earbuds,14,31,2709.09,3324.13
West,102,Home,Lamp,10,90,6526.8,5976.48
West,113,Apparel,T-Shirt,35,93,1935.33,2315.12
South,102,Home,Towel,12,26,1861.86,1620.85
Central,132,Apparel,Jeans,47,47,2888.15,3535.36
South,119,Apparel,T-Shirt,35,126,12085.92,15112.6
South,118,Home,Lamp,27,131,13253.27,11945.44
South,101,Home,Lamp,49,151,3556.05,4732.15
East,119,Apparel,T-Shirt,24,108,548.64,473.54
East,121,Home,Towel,40,127,2844.8,2758.12
South,118,Apparel,Jeans,4,0,0.0,0.0
South,117,Electronics,Webcam,52,128,12282.88,13371.19
East,110,Electronics,Earbuds,31,13,1213.68,1430.9
East,140,Home,Mug,42,174,16543.92,17727.86
Central,135,Electronics,Webcam,34,34,579.36,603.85
West,100,Electronics,Earbuds,10,71,2665.34,2989.39
North,136,Home,Mug,45,164,5472.68,3867.93
South,103,Apparel,T-Shirt,40,118,9239.4,10189.24
East,118,Electronics,Webcam,28,29,2512.56,2263.26
South,122,Home,Lamp,35,119,11067.0,10982.28
Central,134,Home,Mug,50,2,63.52,84.16
North,127,Home,Towel,2,34,1805.4,1578.06
West,110,Apparel,T-Shirt,19,15,920.1,1054.61
North,124,Home,Towel,23,16,902.24,1241.51
East,126,Electronics,Speaker,49,29,1701.72,1379.37
West,120,Electronics,Charger,18,186,17638.38,12568.49
West,135,Apparel,T-Shirt,2,16,1161.6,1572.66
South,136,Electronics,Speaker,42,142,4312.54,4766.97
East,133,Electronics,Webcam,30,97,6511.61,8660.21
West,121,Electronics,Webcam,14,139,10434.73,7835.85
East,137,Electronics,Earbuds,26,156,15565.68,17996.6
Central,121,Apparel,Jacket,8,149,10781.64,14159.55
North,104,Home,Cushion,23,156,6586.32,5974.29
South,133,Electronics,Webcam,13,93,10355.55,13922.08
Central,110,Electronics,Earbuds,35,140,10907.4,14285.53
North,109,Electronics,Earbuds,45,164,1792.52,2110.88
South,111,Home,Towel,3,173,18064.66,14379.9
South,117,Apparel,Jeans,21,6,324.12,339.3
Central,103,Apparel,Jacket,38,85,1975.4,2419.35
South,117,Apparel,T-Shirt,8,25,2441.75,3051.9
West,123,Home,Mug,32,75,4032.0,4720.5
South,136,Home,Cushion,29,134,4515.8,4227.44
South,100,Home,Towel,24,169,15737.28,12069.64
South,101,Home,Cushion,26,95,1809.75,2058.2
Central,117,Apparel,Jeans,43,13,466.83,578.11
Central,107,Apparel,T-Shirt,9,150,12291.0,9359.57
Central,102,Electronics,Charger,5,25,822.5,876.78
East,128,Apparel,Jacket,4,174,15487.74,16850.58
Central,106,Electronics,Webcam,6,98,8248.66,10250.06
West,133,Electronics,Speaker,32,8,703.6,714.1
South,111,Home,Towel,31,103,3103.39,2925.79
West,130,Electronics,Earbuds,15,192,2075.52,2890.02
South,112,Apparel,Jeans,32,45,3172.05,2669.28
Central,131,Electronics,Earbuds,1,184,4909.12,6011.76
Central,126,Apparel,Jeans,24,123,4590.36,3968.57
North,100,Electronics,Charger,22,108,3302.64,2382.94
South,135,Electronics,Webcam,43,4,471.04,405.57
West,107,Home,Towel,3,126,13852.44,12153.19
South,114,Electronics,Webcam,51,51,3705.66,4879.22
West,130,Home,Mug,20,4,108.2,137.54
South,126,Home,Cushion,38,151,3978.85,5131.65
North,124,Home,Lamp,32,23,764.06,951.33
West,129,Electronics,Charger,39,106,7062.78,5237.7
North,135,Apparel,Socks,42,108,5348.16,4115.3
West,125,Apparel,Jacket,5,38,2862.92,2780.69
Central,129,Home,Mug,46,46,3596.28,2672.39
West,136,Electronics,Webcam,44,54,2195.1,1971.08
North,128,Electronics,Speaker,13,197,20958.83,18878.65
North,101,Home,Towel,46,198,6405.3,5835.99
West,110,Apparel,T-Shirt,24,33,1983.3,2172.79
North,130,Electronics,Speaker,32,18,1903.5,2049.04
South,127,Home,Towel,31,73,2868.9,2964.95
South,102,Electronics,Speaker,44,30,2312.1,2509.12
East,112,Apparel,T-Shirt,25,117,3853.98,4588.06
South,106,Home,Towel,19,178,17474.26,24088.83
West,122,Electronics,Speaker,10,18,633.96,744.26
East,109,Electronics,Earbuds,48,8,199.44,189.05
North,102,Apparel,Jacket,52,48,4829.76,6287.57
Central,100,Apparel,Jeans,22,196,2448.04,3256.07
South,126,Apparel,Socks,35,26,2910.18,3882.89
East,111,Apparel,Socks,48,13,1538.81,2044.17
South,122,Home,Cushion,34,120,6264.0,5119.16
North,131,Electronics,Charger,13,19,818.52,1094.2
East,130,Electronics,Earbuds,15,164,10059.76,13325.99
East,132,Home,Mug,7,78,4002.18,4006.19
Central,115,Apparel,Jacket,14,7,527.45,540.96
East,115,Electronics,Speaker,37,186,18028.98,20244.75
East,117,Home,Lamp,21,59,2197.16,2711.37
Central,121,Apparel,T-Shirt,14,49,640.92,642.45
East,105,Apparel,Jacket,51,174,13314.48,13139.99
East,131,Apparel,T-Shirt,1,118,1829.0,1939.73
Central,107,Home,Mug,9,114,8633.22,11535.73
North,115,Home,Towel,10,119,3890.11,4747.16
South,137,Apparel,Socks,51,44,3065.04,4273.53
West,100,Electronics,Speaker,25,33,1399.86,1378.17
South,105,Electronics,Earbuds,34,52,5333.64,6171.05
North,117,Electronics,Speaker,38,26,1809.86,2081.82
Central,105,Electronics,Speaker,37,81,626.13,804.63
East,108,Electronics,Earbuds,1,173,5875.08,6336.47
West,109,Home,Towel,13,68,6403.56,6442.78
Central,112,Apparel,Jacket,31,28,2569.28,2812.94
North,110,Home,Cushion,14,89,6139.22,5991.5
South,131,Electronics,Earbuds,8,1,10.8,13.8
East,129,Apparel,Jacket,52,122,10339.5,9660.15
North,132,Electronics,Webcam,8,137,2231.73,1606.41
North,129,Home,Cushion,51,147,14436.87,18854.56
North,121,Home,Towel,47,138,8801.64,11753.95
South,137,Apparel,T-Shirt,30,144,5760.0,8053.23
North,130,Electronics,Charger,11,42,1260.0,1498.92
North,131,Electronics,Webcam,50,192,5687.04,7562.9
East,123,Home,Towel,21,187,8826.4,7124.82
East,112,Home,Mug,30,30,246.9,214.8
West,129,Apparel,Jeans,10,159,9495.48,7519.0
North,138,Apparel,Socks,33,149,14816.56,18282.41
North,119,Apparel,Jacket,26,144,2954.88,2659.56
South,123,Electronics,Earbuds,3,196,13867.0,18197.12
South,100,Home,Lamp,5,49,2738.61,2181.36
North,134,Electronics,Earbuds,10,124,9420.28,13155.88
South,134,Apparel,T-Shirt,7,95,5671.5,7076.99
East,135,Apparel,Jeans,21,137,9242.02,9966.38
South,116,Apparel,Jeans,52,188,17403.16,18393.58
South,132,Home,Towel,28,46,2539.2,3529.31
West,109,Home,Towel,47,3,208.14,207.07
Central,104,Apparel,Socks,10,198,5585.58,6124.44
North,105,Electronics,Webcam,14,22,1692.9,1545.09
North,121,Apparel,Socks,29,165,5350.95,6896.27
East,102,Apparel,Socks,47,2,95.5,127.48
Central,109,Apparel,Socks,50,40,3016.4,2299.17
North,115,Apparel,Jeans,47,99,9278.28,6765.78
North,128,Home,Towel,29,189,12294.45,13814.73
East,117,Apparel,Socks,31,159,11901.15,16148.15
Central,133,Home,Towel,24,86,8894.12,9924.59
East,118,Home,Mug,14,119,5264.56,3806.89
West,132,Home,Towel,33,185,20177.95,25871.39
South,108,Home,Lamp,52,174,2150.64,2201.89
North,122,Electronics,Charger,49,160,6475.2,8338.07
South,138,Electronics,Webcam,22,21,2323.23,1642.83
East,101,Electronics,Webcam,35,16,812.16,927.28
Central,101,Apparel,Socks,4,1,14.65,16.21
North,100,Apparel,Jacket,43,114,11551.62,12124.91
Central,117,Apparel,Jeans,50,26,1493.7,1668.06
East,116,Apparel,Jeans,37,184,16639.12,17596.28
West,128,Home,Lamp,2,132,11022.0,11783.28
Central,127,Home,Towel,11,200,17132.0,17389.94
West,105,Home,Lamp,51,121,4525.4,6202.38
North,122,Electronics,Speaker,15,128,12272.64,12939.73
East,134,Apparel,Jacket,6,128,8227.84,7350.16
Central,111,Home,Lamp,14,17,1111.29,1109.26
West,121,Electronics,Charger,48,46,2742.98,2382.51
West,101,Apparel,Jacket,2,91,2436.07,3277.53
West,137,Apparel,Jeans,14,45,990.0,705.19
East,135,Electronics,Webcam,44,3,302.55,374.01
Central,120,Electronics,Webcam,21,51,2110.38,1530.35
Central,123,Apparel,Socks,51,31,2581.99,2333.82
